"","typingDuration","game_id","video_id","hour","dayOfWeek","match"
"31957",1000,12681,11898,10,4,4.64842164426288
"31958",1000,12682,3346,10,4,10.3845556482517
"31959",1000,12682,3346,10,4,6.80208695385383
"31960",1000,12682,3346,10,4,0.3011942119122
"31961",1000,12682,3346,10,4,3.11829143839929
"31962",1000,12682,3346,10,4,5.09164825378714
"31963",1000,12682,3346,10,4,4.63746150615596
"31964",0,12682,3346,10,4,0.47609460357596
"31965",0,12682,3346,10,4,0
"31966",1000,12682,3346,10,4,4.07509676906193
"31967",1000,12682,3346,10,4,1.63757887186264
"31968",0,12682,3346,10,4,4.15937084514926
"31969",0,12682,3346,10,4,2.8566734527909
"31970",1000,12682,3346,10,4,1.18661019424942
"31971",1000,12682,3346,10,4,0
"31972",1000,12682,3346,10,4,0.24659696428231
"31973",0,12682,3346,10,4,2.99499315142172
"31974",1000,12682,3346,10,4,1.68086745132395
"31975",1000,12682,3346,10,4,1.67032004603564
"31976",1000,12682,3346,10,4,2.63746150630469
"31977",1000,12682,3346,10,4,1.70086167372574e-13
"31978",1000,12682,3346,10,4,0.81720840528866
"31979",1000,12682,3346,10,4,1.34064009207128
"31980",0,12683,1507,10,4,0
"31981",1000,12683,1507,10,4,0
"31982",1000,12683,1507,10,4,0.00369786371647995
"31983",0,12683,1507,10,4,5.02053231284342
"31984",1000,12683,1507,10,4,1.01563147003603e-06
"31985",0,12683,1507,11,4,0
"31986",1000,12683,1507,11,4,0
"31987",1000,12683,1507,11,4,0.81873075307798
"31988",0,12684,6811,11,4,0.3011942119122
"31989",0,12684,6811,11,4,0
"31990",1000,12684,6811,11,4,0
"31991",2000,12685,11585,11,4,4.63458164612699
"31992",1000,12685,11585,11,4,7.31232966162949
"31993",0,12685,11585,11,4,1.44746956432847
"31994",0,12685,11585,11,4,7.10898670132434
"31995",1000,12685,11585,11,4,2.53611943439041
"31996",1000,12685,11585,11,4,5.01596403343489
"31997",0,12685,11585,11,4,0.54582951302049
"31998",1000,12685,11585,11,4,3.73252903148853
"31999",1000,12685,11585,11,4,5.61608976644117
"32000",0,12685,11585,11,4,0.0001507340020801
"32001",1000,12685,11585,11,4,3.978186196404
"32002",0,12685,11585,11,4,6.43839070045138
"32003",0,12685,11585,11,4,4.62149114745553
"32004",0,12685,11585,11,4,5.45898410977907
"32005",0,12685,11585,11,4,7.07585363472448
"32006",0,12685,11585,11,4,0.0009180685034198
"32007",0,12685,11585,11,4,0.000957287498959847
"32008",1000,12685,11585,11,4,1.85693024385432
"32009",1000,12685,11585,11,4,0.84732766243487
"32010",0,12685,11585,11,4,5.3466782643666
"32011",1000,12686,6830,11,4,0
"32012",0,12687,11586,11,4,2.17631502731655
"32013",0,12687,11586,11,4,5.49405469444159
"32014",0,12687,11586,11,4,0.54893507010285
"32015",1000,12689,1591,11,4,0.00203280265278982
"32016",1000,12689,1591,11,4,0
"32017",0,12689,1591,11,4,3.75251934991994e-06
"32018",0,12689,1591,11,4,0
"32019",1000,12689,1591,11,4,0
"32020",0,12689,1591,11,4,8.30976967600705e-05
"32021",0,12689,1591,11,4,0
"32022",1000,12689,1591,11,4,0
"32023",0,12689,1591,11,4,8.27240964600406e-05
"32024",1000,12689,1591,11,4,0
"32025",0,12690,3464,11,4,9.7103450715345
"32026",1000,12690,3464,11,4,6.84145213634848
"32027",0,12690,3464,11,4,1.18092245517564
"32028",0,12690,3464,11,4,1.63746150615596
"32029",1000,12690,3464,11,4,0.2033923754654
"32030",0,12690,3464,11,4,4.77976000377489
"32031",0,12690,3464,11,4,8.748230048912
"32032",2000,12690,3464,11,4,0.37843172834952
"32033",0,12690,3464,11,4,3.22659589181729
"32034",0,12690,3464,11,4,3.87646307410022
"32035",1000,12690,3464,11,4,10.6302307324546
"32036",0,12690,3464,11,4,7.18072001859582e-09
"32037",0,12690,3464,11,4,0.81873075307798
"32038",1000,12690,3464,11,4,0
"32039",1000,12690,3464,11,4,3.81873075307798
